appid,name,median_playtime
467290,Starship Titanic,3
467310,Rogue Port - Red Nightmare,327
467370,Escape This,213
467390,Approaching Blocks,275
467820,Zero G Arena,49
467900,SWORDY,137
467930,SMASHING THE BATTLE,162
467950,Survive in Space,796
467960,Home Behind,1394
468000,Impact Winter,212
468240,VR Regatta - The Sailing Game,16
468310,She Wants Me Dead,253
468320,Mini Golf Mundo,230
468490,Neon Space,154
468530,A Date in the Park,51
468560,Blind Trust,42
468570,De-Void,377
468700,NVIDIA® VR Funhouse,364
468740,Snow Fortress,33
468800,Arkshot,282
468920,Ultimate Fishing Simulator,99
468930,Phantaruk,2
469600,Legion TD 2,878
469610,Rick and Morty: Virtual Rick-ality,352
469730,Super Mega Neo Pug,226
469820,Genital Jousting,63
469830,Fable Fortune,106
469890,Space Codex,324
469920,hackmud,383
470130,Eclipse --- Defending the motherland,1
470210,Rocketbirds 2 Evolution,258
470220,UNO,274
470260,Event[0],131
470270,Tribal Pass,257
470600,Video blogger Story,275
470740,Demolish & Build 2017,134
470780,She Remembered Caterpillars,63
471010,Seven: Enhanced Edition,46
471170,Romopolis,195
471260,Osozaki 遅咲き Late Blooming - First,122
471330,VERSUS SQUAD,338
471550,Nine Parchments,327
471710,Rec Room,78
471910,Soul of the Devil,333
472680,Elisa: The Innkeeper - Prequel,23
472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,476
473140,BomberZone,295
473460,Memory Oblivion Box,805
473470,Purgatory,235
473510,Gal-X-E,210
473520,Autumn,223
473560,Cosmic Dust & Rust,229
473670,The Dolls: Reborn,225
473690,Absolver,994
473710,EeOneGuy Adventure,260
473730,Physic Monster,281
473740,Crystal City,278
473770,BallisticNG,30
473810,Killbot,218
474010,The NADI Project,10
474030,The Abbey of Crime Extensum,190625
474050,Candy Blast,212
474210,BUTCHER,110
474750,Reigns,71
474810,Dorke and Ymp,418
474820,The Magical Silence,195
474830,Time in Time,453
474910,The Mahjong Huntress,256
474960,Quantum Break,398
475150,Titan Quest Anniversary Edition,562
475190,Scanner Sombre,23
475220,Kabitis,241
475430,Kimulator : Fight for your destiny,312
475550,Beholder,227
476030,Johnny Graves—The Unchosen One,23
476460,Picross Touch,4420
476480,Heaven Forest - VR MMO,386
476600,Call of Duty®: WWII,324
476880,Rescue Lucy,218
477130,Surge,3
477140,SparkDimension,479
477160,Human: Fall Flat,245
477180,Shard Games,297
477270,Lightblade VR,23
477290,Magma Tsunami,381
477310,Space Hole 2016,117
477770,Ride 2,47
477980,Overhell,221
478010,ABC Coloring Town,260
478020,Old School 8-in-1 bundle,20
479260,Cuties,294
480430,Hide and Shriek,91
480450,Floppy Heroes,1520
480480,Slash or Die,226
480490,Prey,538
480640,Pathfinder Adventures,9
480650,Yu-Gi-Oh! Legacy of the Duelist,2226
482120,Beater Spirit,294
482330,Legends of the Universe - StarCore,127
482450,Nitroplus Blasterz: Heroines Infinite Duel,198
482890,Fantasy Kingdom Simulator,214
482920,Hero Zero,5
483420,Adam Wolfe,172
483770,Autobahn Police Simulator 2,175
483980,Mad Father,1058
484900,Aven Colony,1432
484950,Evil Maze,268
485000,Cthulhu Realms,3
485080,Megapolis,228
485120,Frog Climbers,239
485220,The Orb Chambers™,231
485260,Talent Not Included,204
485310,Head Shot,226
485330,Star Drifter,226
485350,Winter Novel,217
485370,Mad Combat Marines,373
485380,Welcome to the Game,214
485390,Machine Made: Rebirth,340
485410,Alien Run,270
485420,Wolf Simulator,300
485440,Call Of The Mighty Warriors,499
485450,Ninja Stealth,227
485460,The Banner Saga 3,777
485490,Dungeon Journey,321
485500,Smithy,208
485510,Nioh: Complete Edition / 仁王 Complete Edition,3224
485560,POPixel,236
485570,Milford Heaven - Luken's Chronicles,254
485580,24 HOURS,274
485610,Ball 3D: Soccer Online,34
485640,Genius Greedy Mouse,202
485650,Campaign Clicker,43
485660,Karma Miwa,233
485670,Mini Golf Arena,289
485690,Hope Lake,195
485730,Shift,230
485740,Color Syndrome,328
485790,JOLT: Super Robot Racer,8
485830,Star Merc,224
485860,Impossible Quest,54
485870,Super Duper Party Pooper,389
485890,Summer Sale,147
485950,Rise of the Ancients,221
485980,Syrian Warfare,47
486150,Radical Spectrum: Volume 1,297
486290,Waddle Home,5
486310,Meadow,277
486360,Timore Inferno,212
486480,Tales of Destruction,220
486640,Cheaters Blackjack 21,95
486690,Pastelia Stories,2654
486720,Bastard Bonds,336
486780,Fruit Ninja VR,195
486880,Abrix for kids,7
486990,Jump Stars,9
487000,Quest Hunter,306
487120,Citadel: Forged with Fire,962
487180,The Lords of the Earth Flame,210
487220,Freebie,244
487270,Go Mission: Space Travel,220
487350,Pirate Pop Plus,790
487370,Akin,263
487420,Space Radiance,262
487430,KARAKARA,332
487530,Simple Ball: Extended Edition,214
487580,Ludo Supremo,232
487590,Pepe Porcupine,229
487600,Puzzles Under The Hill,219
487700,Conan the mighty pig,211
487720,Agony,496
487770,Hoops VR,6
488280,Gun Done,13
488310,Eleven: Table Tennis VR,489
488330,Highway to the Moon,241
488440,Angeldust,89
488580,Hover 2030,2
488660,Just Deserts,268
488770,Her Majesty's SPIFFING,129
488790,South Park™: The Fractured But Whole™,976
488920,Knockout League - Arcade VR Boxing,174
489020,iGrow Game,399
489140,Mr. Shifty,151
489220,Unforgiving Trials: The Darkest Crusade,264
489360,CASE: Animatronics,206
489460,The Last Leviathan,43
489470,Hide and Secret Treasure of the Ages,241
489520,Minion Masters,192
489560,Astroflux,3
489610,Chicken Assassin: Reloaded,123
489630,"Warhammer 40,000: Gladius - Relics of War",69
489700,Battle Forever,215
489830,The Elder Scrolls V: Skyrim Special Edition,821
489890,Puzzles At Mystery Manor,228
489900,Bayla Bunny,163
489930,Adventures of Bertram Fiddle: Episode 2: A Bleaker Predicklement,430
489940,BATTALION 1944,846
490220,Prismata,437
490230,SWARMRIDERS,13
490820,Fly O'Clock,228
490940,Darconika: The Cube of Soul,258
490980,Daily Chthonicle: Editor's Edition,242
491030,The Last Error,295
491040,Bot Vice,174
491080,BoneBone: Rise of the Deathlord,226
491130,Red Trigger,22
491160,GemBreak,604
491170,Crazy Forest,277
491260,Take Thy Throne,211
491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),7919
491530,Notruf 112 | Emergency Call 112,744
491580,Mahjong Destiny,231
491620,Beeftacular,215
491650,Reset 1-1,232
491730,Heavenly Battle,189
491950,Orwell: Keeping an Eye On You,248
492080,Vision of Aurora Borealis,13
492130,"Bye-Bye, Wacky Planet",246
492170,Planet Driller,265
492270,The Cat! Porfirio's Adventure,250
492280,The Agency: Chapter 1,276
492290,Has-Been Heroes,567
492340,Pixel Cup Soccer 17,209
492600,Ridge,268
492630,Bear With Me - Episode One,70
492720,Tropico 6,1573
492800,Shonen Idle Z,499
493080,Card Quest,2
493200,RiME,295
493280,WALLSLIDE,288
493340,Planet Coaster,482
493450,Wild Romance,189
493490,City Car Driving,198
493540,Figment,516
493650,Deep Space Dash,220
493700,Monster Puzzle,217
493710,Laraan,238
493730,HardCube,260
493760,Fairyland: Incursion,266
493780,Nightork Adventures - Beyond the Moons of Shadalee,247
493810,Jonah's Path,80
493900,Dungeons 3,670
494150,The Thrill of the Fight - VR Boxing,40
494230,Heart's Medicine - Time to Heal,394
494290,MiDZone,224
494320,Wizrogue - Labyrinth of Wizardry,29
494600,EARTH'S DAWN,381
494660,Android John,348
494720,Morphblade,22
494740,Police Quest™ Collection,126
495120,The Braves & Bows,295
495350,Woodle Tree 2: Worlds,381
495630,The Divine Paradox,436
495700,Gabriel Knight: Sins of the Father®,6
495740,Random Journey,303
495780,Hexoscope,219
495890,Montaro,191
495910,Dungeon Fighter Online,257
495960,The Secret Monster Society,7
495990,True Love ～Confide to the Maple～,162
496120,LaserCat,209
496240,Onward,233
496260,Corona Blossom Vol.1 Gift From the Galaxy,239
496300,Kingdom: New Lands,221
496320,Running Gods,48
496440,The Challenge,283
496460,Life is Feudal: Forest Village,94
496500,Moon Colonization Project,332
496550,Noob Squad,138
496620,Monster Slayers,875
496680,SweatShop,224
496690,Adventures On The Polluted Islands,323
496750,The Housewife,236
496850,Brick Battalion,74
496870,Inverted,257
496890,Replica,96
497020,Mystic Diary - Quest for Lost Brother,230
497050,Shape Shifter,214
497080,Construct: Escape the System,381
497100,FootRock,162
497180,Street Legal Racing: Redline v2.3.1,1423
497240,Pool of Death,246
497260,Fabulous Food Truck,202
497350,Conclusion,216
497400,1 Moment Of Time: Silentville,397
497420,Pixelscape: Oceans,166
497560,Crimson Sword Saga: The Peloran Wars,301
497590,Sapper's bad dream,213
497640,Trick & Treat,62
497700,Safety First!,10
497820,Quanero VR,80
497860,Zezenia Online,9
498030,Barnyard Mahjong 3,164
498040,The Hidden Dragon,184
498050,Mystery Of Rivenhallows,229
498240,Batman - The Telltale Series,575
498320,Trolley Gold,240
498330,Cats are Liquid - A Light in the Shadows,6
498570,Extreme Forklifting 2,84
498600,MSI Electric City,5
498660,Mind Spheres,274
498700,The Ember Saga: A New Fire,408
498710,After Dreams,1
499420,Star Fields,210
499440,klocki,92
499520,The Turing Test,434
499620,Ultimate Booster Experience,44
499890,Aaero,126
499960,The Sunset,429
500150,Time Gap,10
500260,Ben and Ed - Blood Party,73
500580,Kitty Cat: Jigsaw Puzzles,151
500670,Tormentor❌Punisher,517
500710,Wild Terra Online,53
500790,Moribund,3
500940,GET THE GEMS,268
500980,Endangered,308
501080,Fishing: Barents Sea,382
501300,What Remains of Edith Finch,149
501320,The Shrouded Isle,372
501380,"UNCORPOREAL - ""Alcatraz Island Lofts""",14
501590,Bulletstorm: Full Clip Edition,638
501830,The Orb Chambers II,288
501900,Star Project,236
501920,Totem,259
501930,Sig.NULL,304
501990,Phantasmagoria,20
502090,Invisible Mind,382
502130,Ctrl CV,4
502140,Drayt Empire,240
502150,Interstellar Logistics Inc,281
502200,Orczz,372
502240,You Deserve,104
502280,BERSERK and the Band of the Hawk,78
502370,"Warhammer 40,000: Sanctus Reach",132
502500,ACE COMBAT™ 7: SKIES UNKNOWN,1029
502550,Strike.is: The Game,14
502750,Quest for Glory 1-5,7
502770,Voodoo Garden,275
502800,SENRAN KAGURA ESTIVAL VERSUS,1993
502820,Batman™: Arkham VR,226
502910,The Return Home Remastered,231
503220,Samurai Wars,272
503240,Hurricane,247
503300,Super Star,212
503400,Four Last Things,116
503420,NEO-NOW!,286
503430,N0-EXIT,241
503560,911 Operator,280
503580,Duck Season,49
503770,Elven Assassin,15
503820,A Detective's Novel,269
503940,Railway Empire,1081
504210,SHENZHEN I/O,336
504230,Celeste,930
504240,Graveyard Smash,191
504300,Gangs of Space,6
504310,The Cooking Game,288
504370,Battlerite,186
504380,Detective Hayseed - Hollywood,326
504400,Optika,21
504490,The God's Chain,240
504770,Slavistan,146
504810,MXGP2 - The Official Motocross Videogame Compact,49
504880,Pixel Puzzles 2: RADical ROACH,1187
504920,39 Days to Mars,224
504980,Elves Adventure,283
505170,Carmageddon: Max Damage,1360
505210,Neon Space 2,374
505460,Foxhole,773
505640,Antihero,326
505730,Holy Potatoes! We’re in Space?!,207
505750,Trimmer Tycoon,9
505760,Whispers,222
506140,Shop Heroes,2207
506260,Cladun Returns: This Is Sengoku! / クラシックダンジョン 戦国,86
506500,Party Panic,122
506610,Five Nights at Freddy's: Sister Location,133
506670,ORBITAL,261
506730,Dinosaur Forest,232
506830,Goo Saga,253
506870,Unexplored,935
506900,Downward,140
507010,Mr.President!,129
507030,Bicyclism EP,11
507120,The Superfluous,6
507380,Black Sand Drift,230
507390,Gone In November,238
507400,Vindictive Drive,217
507490,Ashes of the Singularity: Escalation,259
507520,Zzzz-Zzzz-Zzzz,347
508140,Zombitatos the end of the Pc master race,438
508170,BlackSmith HIT,186
508180,Fly and Destroy,1391
508190,Dragon Knight,169
508200,Bacon Tales - Between Pigs and Wolves,4
508230,Anime Studio Simulator,212
508290,$1 Ride,231
508300,Strategy & Tactics: Dark Ages,10
508390,Scrap Garden - The Day Before,45
508440,Totally Accurate Battle Simulator,367
508540,Haeven,196
508550,Sneak Thief,136
508600,ROD: Revolt Of Defense,337
508670,Aircraft War X,297
508760,Ball of Wonder,349
508900,Zup! X,86
508950,Beerman,314
508960,SizeBlock,484
508980,Crashday Redline Edition,256
508990,Handsome Mr. Frog,259
509000,QUBIC,305
509110,Spikit,209
509210,Clockwork,1
509220,Save Jesus,276
509240,Lethal Brutal Racing,325
509250,TO THE TOP,121
509560,Heroes of Dire,1
509600,Battle Time,285
509930,NightmareZ,589
509990,Radioactive Puzzle,264
510050,You Have 10 Seconds,3
510220,Forgotten Heroes,283
510250,Super Destronaut,3
510330,Shotgun Raiders,350
510420,The Hex,496
510500,Executive Assault 2,517
510520,Little Red Lie,270
510620,THOTH,182
510630,Soccer Manager 2017,11
510660,Big Bang Empire,5193
510840,Evolvation,313
511140,New York Mysteries: The Lantern of Souls,313
511160,Cubway,308
511330,Farm Life: Natures Adventure,181
511340,Existentia,214
511470,Glass Masquerade,242
511490,Malavision®: The Origin,398
511630,"Max, an Autistic Journey",289
511680,Fate/EXTELLA,54
511740,Gal*Gun: Double Peace,232
511750,Showdown Adventure,209
511800,ONRAID,96
511820,Le Havre: The Inland Port,1
512020,Box Maze,251
512060,Stay! Stay! Democratic People's Republic of Korea!,1
512220,Trickster VR: Co-op Dungeon Crawler,8
512250,Oh...Sir!! The Insult Simulator,131
512270,Home - A VR Spacewalk,14
512300,Unbox: Newbie's Adventure,20
512450,BitRay2,292
512470,The Pirate: Caribbean Hunt,37
512560,HoCWar,3
512640,Final Quest,221
512770,IACTURA,300
512790,Quern - Undying Thoughts,856
512900,Streets of Rogue,463
513000,KUBOOM,51
513230,The Underground Man,102
513340,Through Abandoned: The Forest,298
513440,Path of War,148
513450,Drop Alive,11
513510,Intralism,297
513530,Anykey Simulator,270
513540,Deadly Metal,326
513560,Hunger Dungeon,14
513570,Wooden House,248
513590,So Many Cubes,276
513600,Energy Invasion,284
513610,Madrobot X,223
513620,SkyTime,217
513630,Squeezone,302
513710,SCUM,594
513780,Turbo Pug DX,234
513820,LUXIS,234
513980,Oh No! Bugs!,322
514310,SENRAN KAGURA Bon Appétit! - Full Course,125
514470,Fantastic 4 In A Row 2,232
514480,Fantastic Checkers 2,232
514490,Ultimate Word Search 2: Letter Boxed,222
514540,Hate Free Heroes RPG 2.0,246
514580,Cooking Witch,176
514620,Ellipsis,296
514660,BitMaster,239
514710,Resfort,251
514900,>observer_,91
515020,The VR Museum of Fine Art,14
515040,Make America Great Again: The Trump Presidency,155
515220,F1™ 2017,1453
515310,Invention 2,492
515470,Hyper color ball,224
515570,UBERMOSH Vol.3,19
515690,Warriors of Vilvatikta,231
515910,Hooligan Vasja,10579
516110,ToeJam & Earl: Back in the Groove!,102
516410,Football Blitz,194
516510,Orake 2D MMORPG,3
516750,My Summer Car,2229
516950,STARS Simulation,271
517000,Sakura Shrine Girls,247
517010,Aztecalypse,217
517110,Cards of Chaos,52
517160,Richie's Plank Experience,110
517630,Just Cause 4,2634
517710,Redout: Enhanced Edition,397
517720,Epic Tavern,254
518030,Aim Hero,158
518120,Chimpact 1 - Chuck's Adventure,28
518280,Dead End Junction,386
518580,Accounting (Legacy),82
518620,Ballistick,218
518730,Zombo Buster Rising,254
518790,theHunter: Call of the Wild™,867
518800,Lone Leader,266
518920,Surgeon Simulator: Experience Reality,96
519030,Don't Let Go!,98
519140,Minds Eyes,142
519190,Next Day: Survival,251
519860,DUSK,284
519870,Flying Pengy,210
519890,Star Boss,317
520010,Climbey,43
520440,GUILTY GEAR Xrd -REVELATOR-,2078
520520,It Comes Around - A Kinetic Novel,308
520530,INTERSHELTER,15852
520600,Purrfect Date - Visual Novel/Dating Simulator,126
520720,Dear Esther: Landmark Edition,120
520860,Impulse of War,24
521130,Dots eXtreme,211
521150,Another Brick in The Mall,142
521200,Epic Battle Fantasy 3,1
521230,Stone Age Wars,208
521500,Sakura Space,192
521570,You Have 10 Seconds 2,32
521580,Where are my Internets?,271
521630,Toadled,297
521830,H.I.S.T.O.R.Y T.O.R.C.H.K.A,210
521890,Hello Neighbor,17
521920,Death's Hangover,151
521930,Minimized,245
521940,Space Incident,315
521950,Bullet Sorrow VR,493
521980,Autumn Dream,242
522040,Princess Remedy 2: In A Heap of Trouble,96
522210,Serial Cleaner,136
522470,The House of Da Vinci,169
522570,The Last Hope,235
523150,Mahjong World Contest,272
523170,ShotForge,7
523210,A Normal Lost Phone,108
523660,HYPERCHARGE: Unboxed,77
523780,Emily is Away Too,530
523790,Brave Dungeon,543
524220,NieR:Automata™,1782
524340,HellAngel,261
524580,Fairy Fencer F Advent Dark Force | フェアリーフェンサー エフ ADVENT DARK FORCE | 妖精劍士 F ADVENT DARK FORCE,444
524640,Asura: Vengeance Expansion,148
524850,Alicemare,140
524970,Helmet Heroes,31
525080,The Race for the White House 2016,650
525150,Space Fuss,109
525190,The Construct,368
525290,Kings under the hill,234
525300,Starship Annihilator,333
525460,Sullen: Light is Your Friend,271
525480,.hack//G.U. Last Recode,85
525510,"Guns, Gore and Cannoli 2",267
525610,Hardware Engineering,22
525870,WackyMoles,1
525920,Pro Cycling Manager 2017,999
526160,The Wild Eight,171
526290,MY FIGHT,260
526370,SUPER KINKY,46
526460,KickHim,241
526490,Higurashi When They Cry Hou - Ch.4 Himatsubushi,252
526540,8infinity,184
526740,hack_me,243
526880,Chess Knight 2,203
526920,SQUAKE,210
527100,Star Trek™: Bridge Crew,141
527210,Janken Cards,1
527230,For The King,2022
527270,Atelier Sophie: The Alchemist of the Mysterious Book,37
527280,Nights of Azure,60
527340,What The Box?,232
527430,"Warhammer 40,000: Inquisitor - Martyr",1152
527450,Cockroach Simulator,112
527460,Lepofrenia,313
527470,Donuts'n'Justice,331
527480,Life Beetle,279
527490,EM: Shader Attack,252
527540,VR Journey,368
527550,Platro,252
527750,Merger 3D,219
527760,Just Hero,217
527770,Russian SuperHero Dead Ivan,229
527790,Cranium Conundrum,251
527810,Dynamite Alex,304
528080,Night Forest,256
528090,Lost In Woods 2,272
528170,Drop The Bomb,257
528180,Agricola: All Creatures Big and Small,1
528230,SYNTHETIK: Legion Rising,1524
528250,Patchwork,175
528300,Soulless: Ray Of Hope,220
528510,Turbo Pug 3D,218
528660,Spin Rush,279
528670,Elems,302
529110,Awkward Dimensions Redux,3
529150,Lazerbait,13
529160,Moekuri: Adorable + Tactical SRPG,356
529180,Dark and Light,536
529240,"Creature Clicker - Capture, Train, Ascend!",227
529490,Rogue Trooper Redux,501
529590,"Please, Don't Touch Anything 3D",218
529660,Mages of Mystralia,396
529760,TAIKU MANSION,154
529780,Disturbed,1
529900,Polygon Attack,364
530020,World to the West,61
530330,Blameless,64
530350,Smashbox Arena,30
530390,Slayaway Camp,50
530540,mr.President Prologue Episode,211
530620,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,57
530630,Empires Apart,30
530700,Argo,37
530740,Spareware,23
530890,Haydee,290
530920,Archimedes,87
530950,Tower 57,404
531190,HEBEREKE!: March! Red Army Girls' Brigade,4
